Stratigraphic Name,Stratno,Previous Name,Previous Name Stratno,Rank, Status ,Parent Name,Parent Stratno, Chemical Parent Name , Chemical Parent Stratno ,Top Minimum Age Name, Top Minimum Age (Ma) , Top Minimum Age Error (Ma), Top Minimum Age Method ,Base Maximum Age Name, Base Maximum Age (Ma) , Base Maximum Age Error (Ma) , Base Maximum Age Method , Minimum Thickness (m) , Maximum Thickness (m) , Type Section State , First ref as on form , Def ref as on form , Reserved by , Resdate , Approved by , Approved date ,General Comments , Lithology Description ,Primary Lithology Group, Secondary Lithology Group , Tectonic Setting , Intrusive , Granite Type
Pidinga Formation,15170,,,"Formation, beds",Formal,Eundynie Group,6368,,,Late Eocene,36.5,,,Middle Eocene,45,,,,100,SA,23671,23671,,,,,"Lower part of formation (Middle Eocene) superseded by Maralinga Fm. in SA and by North Royal Formation in WA. Upper part (Late Eocene) remains as the Pidinga Fm and Anthony Member.  Maralinga Fm. reduced to Maralinga Member, of the Pidinga Fm. (Hou / PIRSA, 2005). Previously [2004] of Plantagenet Group.","Interbedded, well-sorted, fine to coarse-grained carbonaceous sand and silt with minor lignite. Flood zone clays and lignite, fluvial/estuarine channel sands, gravelly (carboneous) coarse sands.",regolith,,,N,
Pierre Shale,40078,,,"Formation, beds",Formal,,,,,,,,,,,,,,,,24205,,,,,,,,,,,N,
Pig Well Formation,73392,Pig Well Conglomerate,40776,"Formation, beds",Formal,,,,,Archean,,,,Archean,,,,,,,65147,,"Groenewald, B. (GSWA)",8-Jun-07,"Hocking, R.",,To replace Pig Well Conglomerate,Metamorphosed polymictic conglomerate and sandstone.,metasedimentary siliciclastic,,,N,
Pigeon Rocks Monzogranite,34922,,,"Formation, beds",Formal,,,,,Archean,2729,4,"isotopic, U/Pb-Pb/Pb ion probe",Archean,2729,4,"isotopic, U/Pb-Pb/Pb ion probe",,,,22902,,,,,,Johnston Range 1:100 000 sheet area (2738).,,,,,Y,
Piker Hills Formation,26102,,,"Formation, beds",Formal,,,,,Famennian,,,,Famennian,,,,,300,WA,44397,45153,,,,,Reef complex.,"Fossiliferous shallow marine reef to marginal slope and basin facies calcarenite, calcirudite, calcilutite, with minor interbedded shale and siltstone",sedimentary carbonate,argillaceous detrital sediment,,N,
Pilbara Creek Monzogranite,35352,,,"Formation, beds",Formal,Yule Granitoid Complex,33198,Sisters Supersuite,68741,Archean,,,,Archean,,,,,,,50370,,Smithies R.H.,10-Mar-00,,,Satirist 1:100k sheet area. Formerly informally known as Friendly Creek monzogranite.,Biotite-bearing monzogranite and syenogranite; leucocratic; weakly foliated to massive; metamorphosed.,igneous felsic intrusive,,,Y,
Pilbara Supergroup,15189,,,Supergroup,Formal,,,,,Mesoarchean,3190,,,Paleoarchean,3525,,"inferred, intrusive relationship",15000,35000,WA,38498,39697,,,,,"Revised stratigraphy (Van Kranendonk et al 2004) redefines supergroup as comprising: Warrawoona, Sulphur Springs, Gorge Creek and Kelly Groups. Age: <3515->2945Ma.  In Pilbara Craton. Gorge Creek Group now reassigned to De Grey Supergroup (GSWA 03/06).  A break in the volcanic activity of the predominantly volcanic Pilbara Supergroup, allowed for the deposition of the lithostratigraphic units of the Strelley Pool Formation to be deposited over the 75 million-yr period. Base age from Ar/Ar dating of pyroxenite lens in North Star Basalt (van Koolwijk, 2001, AGSO-GA Record 2001/37 p102).","Includes multiply-deformed and metamorphosed greenstones dominated by basalt, chert, banded iron-formation, ultramafic rocks, with locally abundant felsic and sedimentary rock.",meta-igneous,,,N,
Pilbara Supergroup - basalt,74329,,,"Formation, beds",Informal,Pilbara Supergroup,15189,,,Archean,,,,Archean,,,,,,,,,,,,,,"Basalt, high-Mg basalt, chlorite schist, tremolite-rich schist, altered basalt, local felsic volcanic rock",igneous mafic volcanic,,,N,
Pilbara Supergroup - ultramafic rocks,74465,,,"Formation, beds",Informal,Pilbara Supergroup,15189,,,Paleoarchean,,,,Paleoarchean,,,,,,,,,,,,,,"Undivided ultramafic rocks, komatiite, pyroxenite, peridotite, local mafic lava, quartzite, and chert; metamorphosed",igneous ultramafic intrusive,meta-igneous ultramafic volcanic,,U,
Pilga Leucogranite,42195,Pilga Station leucoadamellite,33905,"Formation, beds",Formal,,,Tambina Supersuite,68742,Archean,3300,,"isotopic, U/Pb-Pb/Pb ion probe",Archean,3445,,,,,,50423,63441,,,,,Nomenclature revised in GSWA Record 2006/15 (Van Kranendonk). Formerly included in North Shaw Suite but recent mapping + SHRIMP indicate it is not related. Derived from the melting of sodic granitic protoliths in the core of Shaw Granitic Complex.,"Quartz, plagioclase and K-feldspar, <5% biotite. Pegmatitic to medium grained, as DEFINED by Van Kranendonk (2006) for revised Pilbara stratigraphy - white-weathering,medium- to coarse-grained, varying from homogeneous to schleiric to weakly gneissic.....",,,,Y,
Pilgramunna Formation,15198,Pilgramunna formation,15199,"Formation, beds",Formal,Cape Range Group,3521,,,Serravallian,,,,Serravallian,,,,,30,,45015,,,,,,See also Lexicon. Was part of Yardie Group - included in Cape Range Group in 1980.,"Quartzose, cross-bedded calcarenite and coralgal limestone; shallow marine",sedimentary carbonate,,,N,
Pillara Limestone,25744,Pillara Formation,15204,"Formation, beds",Formal,,,,,Frasnian,,,biozone,Givetian,,,biozone,,410,WA,44993,32647,,,,,"See also Pillara Formation (amended by Read (1973) but generally not accepted, as the dominant lithology is limestone. Pillara Limestone is the preferred name (per email R.Hocking 27 Feb. 2008). PP. Interfingers with Sadler Limestone. Overlies Cadjebut Formation where that unit occurs.  GSWA petroleum prospectivity report (2004) suggests contained within the Gogo Formation?","Fossiliferous shallow marine reef complex platform facies; yellow to light grey medium bedded algal, stromatoporoid and coral limestone with calcarenite calcilutite and rare oolite.",sedimentary carbonate,,,N,
Pillara Monzogranite,30667,Pillara Range Granodiorite,28267,"Formation, beds",Formal,,,Paperbark Supersuite,31788,Paleoproterozoic,1850,,,Paleoproterozoic,1865,,,,,,43281,,,,,,"The name Pillara Limestone has precedence although this unit is differentiated by its igneous origins and age (1400m years older). King Leopold Orogen, West Kimberley region.",,,,,Y,
Pillara Sequence,77577,,,"Formation, beds",Sequence stratigraphy,,,,,Frasnian,,,,Givetian,,,,,,,66127,,,,,,See also Pillara Limestone.,,,,,N,
Pimbyana Granite,31962,,,"Formation, beds",Formal,,,Durlacher Supersuite,37648,Statherian,1673,15,"isotopic, U/Pb-Pb/Pb ion probe",Statherian,1675,11,,,,WA,22660,61262,Wyborn L.A.I.,25-Nov-97,,,"Gascoyne Province. Included in -Pg on Edmund 1:250k map sheet. Defined by Sheppard, S. 10-MAY-2004. Intrudes Gooche Gneiss and Pooranoo Metamorphics. Intruded by Dingo Creek and Yangibana Granites.",Most abundant rock is a coarse-grained porphyritic to megacrystic biotite(-muscovite) monzogranite to syenogranite; fine- to medium-grained biotite tonalite and granodiorite are abundant in places.,igneous felsic-intermediate intrusive,,,Y,
Pincher Well Volcanics,79282,,,"Formation, beds",Informal,,,,,,,,,,,,,,,,68698,,,,,,,,,,,N,
Pincombe Formation,15228,,,"Formation, beds",Formal,Carr Boyd Group,3663,,,Cryogenian,891,149,,Stenian,891,149,,,,,45047,,,,,,Age: 891 +/- 149 Ma.,"Siliceous siltstone and fine-grained sandstone, micaceous shale, quartz sandstone",argillaceous detrital sediment,sedimentary siliciclastic,,N,
Pincunah Banded-Iron Member,78382,Pincunah Banded-iron Member,75916,"Member, phase",Formal,Cardinal Formation,70159,,,Paleoarchean,3235,,,Paleoarchean,3252,,,,,,69013,,,,,,"East Pilbara Terrane. Defined as Pincunah Member in 2006.Previously included at the top of the Kangaroo Caves Formation,Sulphur Springs Group. Being reassigned to the Cardinal Formation of the Soanesville Group. (A. Hickman pers com 4-JUN-2019). Explanation will be in Report and definition available soon.",Banded iron-formation; jaspilitic; minor layered chert and shale; metamorphosed.,metasedimentary non-carbonate chemical or biochemical,metasedimentary siliciclastic,,N,
Pincunah Monzogranite,40752,Pincunah Granite,35245,"Formation, beds",Formal,,,Sisters Supersuite,68741,Mesoarchean,2930,,,Mesoarchean,2945,,,,,,50379,,,,,,Name reserved as Pincunah Granite. Pilbara Craton,"Moderately to strongly feldspar (-quartz)-porphyritic biotie (-hornblende) monzogranite; weakly to moderately foliated, typically with a strong phenocryst alignment; minor pegmatite and leucogranite.",igneous felsic intrusive,,,Y,
Pindar beds,75573,Pindar Beds,25398,"Formation, beds",Informal,,,,,Proterozoic,,,,Proterozoic,,,,,,WA,65074,,,,,,"Defined as Pindar Beds in 1977. Described in GSWA Memoir 3 (1990) , NW Birrindudu Basin,  p351, 352, 355. May be lateral equivalent of Birrindudu Group. Mesoproterozoic.","Shallow marine cross bedded, medium to coarse quartz sandstone and sublithic sandstone",sedimentary siliciclastic,,,N,
Pindilya Formation,15231,,,"Formation, beds",Formal,,,,,Miocene,,,,Miocene,,,,,27,WA,48823,33594,,,,,See also Lexicon. Defn on Tech File G/50-5. See also misspelt Pindiliya Formation.,"Poorly sorted sandstone, commonly lithic; conglomerate; ?fluviatile; includes minor authigenic silcrete.",sedimentary siliciclastic,regolith,,N,
Pindinyah Formation,74466,,,"Formation, beds",Formal,Tarcunyah Group,31872,,,Neoproterozoic,,,,Neoproterozoic,,,,,,,67202,,,,,,,"Carbonates, sandstone, conglomerate",sedimentary carbonate,sedimentary siliciclastic,,N,
Pingandy Dolomite Member,23905,,,"Member, phase",Formal,Top Camp Formation,26179,,,Mesoproterozoic,,,,Mesoproterozoic,,,,,,WA,40088,40089,"A.T.Brakel, P.C.Muhling",24-Jun-77,,,,,,,,N,
Pinjar Member,22658,,,"Member, phase",Formal,Leederville Formation,10291,,,Aptian,,,,Valanginian,,,,,150,WA,12759,12759,Davidson W.A.,18-May-88,,,Reservation extended. Onshore Perth Basin. Notified by A. Davidson 28-NOV-94.,"Discontinuous, interbedded sandstones, siltstones and shales of marine and non-marine origin; individual sandstone beds c.3 to 6 m thick.",sedimentary siliciclastic,,,N,
Pinjarra Granite,38674,,,"Formation, beds",Formal,,,,,,,,,,,,,,,,23788,,,,,,,,,,,Y,
Pinjian Chert Breccia,15260,,,"Formation, beds",Formal,Hamersley Group,8005,,,Paleoproterozoic,,,,Paleoproterozoic,2400,,,,,,45923,,,,,,See Definition card for Pinjian Breccia. This overlies Carawine Dolomite of Hamersley Basin. Formerly included in Hamersley Basin and included/excluded from Mount Bruce Supergroup.,Consists of angular fragments of chert and layered chert in a siliceous matrix; locally rich in iron and manganese oxides giving the rock a black to dark-brown colour and semimetallic lustre.,sedimentary,sedimentary non-carbonate chemical or biochemical,,N,
Pinjin Dolerite Member,80607,Pinjin Dyke,78633,"Member, phase",Reserved,Widgiemooltha Dolerite,80598,,,Paleoproterozoic,2400,,"inferred, geochemical correlation",Paleoproterozoic,2420,,"inferred, geochemical correlation",,,,,,"Wingate, M.T.D. (GSWA)",3-Jul-18,,,"Part of the Widgiemooltha Large Igneous Province; intrudes Archean greenstone and granitic units of the Yilgarn Craton. See also GSWA ENS: Wingate, MTD (partial report), Pinjin Dolerite Member (P_-_wp-o): Geological Survey of Western Australia, WA Geology Online, Explanatory Notes extract, viewed 13 August 2018, <www.dmp.wa.gov.au/ens>.",Mainly dolerite and gabbro; includes cumulate and granophyric differentiates,igneous mafic intrusive,,,Y,
Pinkerton Sandstone,15264,"Pinkerton Beds""""",15263,"Formation, beds",Formal,Auvergne Group,787,,,Cryogenian,,,,Cryogenian,,,,30,375,NT,32310,48938,,,,,Victoria Basin.,"Silica cemented quartz sandstone/orthoquartzite, minor siltstone and mudstone.",quartz-rich arenite to rudite,sedimentary siliciclastic,,N,
Pinnacle Hill Gneiss,68504,,,"Formation, beds",Formal,,,Railway Supersuite,68669,Archean,3110,4,,Archean,3114,5,,,,,64174,63441,"Hickman, A.  (GSWA)",30-Mar-05,"Hocking, R.",3-May-06,"New name added in nomenclatural revision in GSWA Record 2006/15 (Van Kranendonk).  Also, to be used on PINDERI HILLS sheet; nearest town Karratha. Ages: 3114+/-5, 3130+/-Ma. Intruded by Cliff Pool Tonalite.","Tonalite to granodiorite gneiss, generally compositionally banded with leucocratic layers of monzogranite and pegmatite; contains greenstone enclaves interpreted as xenoliths derived from the Whundo Group.",meta-igneous felsic intrusive,,,N,
Pinnacles Desert Member,78694,,,"Formation, beds",Formal,Tamala Limestone,17719,,,Pleistocene,0.177,0.03,,Pleistocene,0.182,0.02,,,,,69788,,"Lipar, M. (La Trobe University)",17-Feb-14,,,"1:100k map sheet = 1936. Nearest Town = Cervantes.  Fine to coarse grained well sorted aeolianite, yellow coloured, poorly to well cemented, and with distinctive cross-bedding. Mineralogy: carbonate, quartz, feldspar. Deposited in Marine Isotope Stage 7. To be published = This year (2014) in Australian Journal of Earth Sciences.",Consists of an eolian calcarenite/calcrete-microbialite/paleosol cycle.,,,,N,
Pinndinnis Granite,39348,,,"Formation, beds",Formal,,,,,Archean,2664,5,,Archean,2664,5,,,,,24091,,,,,,,,,,,Y,
Pinto Basalt,79864,,,"Formation, beds",Formal,,,,,Mesoproterozoic,,,,Mesoproterozoic,1400,,,,,,71165,,,,,,Madura Province.,Basalt schist intruded by plagiogranite veins and pods.,meta-igneous mafic volcanic,,,N,
Pinyinna beds,15279,Pinyinna Beds,25401,"Formation, beds",Informal,,,,,Tonian,820,,"inferred, intrusive relationship",Tonian,1058,31,"isotopic, U/Pb-Pb/Pb ion probe",,250,,36701,,,,,,Appears to be intruded by the Amata dolerite.  Age: probably 820Ma. Correlated with Bitter Springs Formation.,"Grey quartz-muscovite phyllite, crystalline dolostone, fine-grained sandstone, red, green and pale grey fissile siltstone, dolomitic siltstone. Dominated by phyllite, interlayered with dolostone and minor schists in the north and Petermann Ranges.",metasedimentary siliciclastic,sedimentary carbonate,,N,
Pioneer Monzogranite,75277,Pioneer Granitoid Complex,15283,"Formation, beds",Formal,,,,,Archean,,,,Archean,,,,,,,65264,,,,,,See also Pioneer Granitoid Complex. Are these the same unit? Related?,Foliated biotite monzogranite; gneiss enclaves.,igneous felsic intrusive,,,Y,
Pioneer Sandstone,15284,Pioneer Formation,15282,"Formation, beds",Formal,,,,,Ediacaran,,,,Cryogenian,709,15,,,170,NT,46865,46865,"Preiss W.V., Walter M.R., Coats R.P., Wells A.T.",1-Oct-76,"Wells, A.T.",1-Oct-77,"Overlies Areyonga Formation and Bitter Springs Formation. Correlated with Olympic Formation. NOT related to Pioneer beds and Pioneer Sandstone (TAS). Together with the lateral equivalent, the Olympic Formation, these units are believed to correlate with Marinoan glacial strata of the Adelaide geosyncline.","Pebbly arkose, feldspathic sandstone; dolomite in places; minor conglomerate at base in places.",sedimentary siliciclastic,,,N,
Pipeline Andesite,15287,Pipeline Andesite Member,23909,"Formation, beds",Formal,Black Flag Group,28372,,,Neoarchean,2704,8,"isotopic, U/Pb-Pb/Pb ion probe",Neoarchean,,,,,,,42735,,,,,,,"Andesite lava, tuff, volcanic breccia.",igneous intermediate volcanic,,,N,
Pirgan Monzogranite,74833,,,"Formation, beds",Formal,,,Tuckanarra Suite,74831,Archean,,,,Archean,,,,,,,64891,,"Van Kranendonk, M. (GSWA)",17-Sep-08,,,Geological province: Murchison Domain.  Age: ?2670Ma.,Metamonzogranite.,meta-igneous felsic intrusive,,,Y,
Pirie Member,15292,Pirie Calcarenite,15290,"Member, phase",Formal,Cardabia Calcarenite,3589,,,Paleocene,,,,Late Paleocene,,,,,,,40617,,,,,,"See also Pirie Calcarenite Member - the lithological component does not form part of the formal current name (email per R. Hocking, May 2008).",,,,,N,
Pirntirri suite,77235,,,"Group, Suite",Informal,,,Pitjantjatjara Supersuite,39078,Ectasian,1205,6,,Ectasian,1217,12,,,,,66256,,,,,,,A-type. Volcanic-arc and syn-collisional granite. Yb-enriched.,igneous felsic intrusive,,,Y,A-type
Pirrilyungka Formation,72985,,,"Formation, beds",Formal,,,,,Cryogenian,,,,Cryogenian,,,,,1238,WA,64103,64103,"Hocking, R. (GSWA)",15-Mar-07,,,"For use on COOPER map sheet; nearest town is ?Warburton. For Neoproterozoic diamictite, siltstone and mudstone, probably Supersequence 2, known only in GSWA Vines 1 corehole, 779.2 - 2017m (TD). To be published in AJES (submitted).","Dark-grey diamictite with local reddish-brown horizons, sandstone, mudstone and pebble conglomerate. Deposited in marine and possibly continental, glacially influenced settings.",sedimentary siliciclastic,,,N,
Piti Palya Metamorphics,76006,Pity Palya Metamorphics,74659,"Formation, beds",Formal,,,,,Mesoproterozoic,1293,,,Mesoproterozoic,1360,,,,,,66281,,,,,,Musgrave Province,Undivided: weakly to strongly banded gneiss; typically quartzofeldspathic but includes amphibolitic rocks; mostly of sedimentary or volcanosedimentary protolith but possibly includes felsic to mafic intrusive protolith.,meta-igneous felsic volcanic,metasedimentary siliciclastic,,N,
Pitjantjatjara Supersuite,39078,Kulgera Supersuite,33040,Supergroup,Formal,,,,,Stenian,1121,11,"isotopic, U/Pb-Pb/Pb ion probe",Ectasian,1219,12,"isotopic, U/Pb-Pb/Pb ion probe",,,NT,60678,61154,"Edgoose, C.",17-Sep-03,"Kruse, P.D.",24-Oct-03,"For use on MUSGRAVE map sheet.  Age: 1190-1120Ma (Edgoose et al; Major and Conor 1993; Scrimgeour et al 1999; Edgoose et al 2002; Young et al 2002; Close et al 2003a). Two distinct age groups, defining Early and Late Musgravian Orogeny. c.1219-1200 Ma, and c.1190-1155 Ma (Sen, 2009). Musgrave Province, associated with the Musgrave Orogeny. Three facies are mapped separately.","Granite, monzogranite, monzonite, granodiorite. Includes metagranodiorite, metamonzogranite, gneissic porphyritic leucogranite, medium-grained mafic granulite, granitic gneiss, metasyenogranite.",igneous felsic intrusive,meta-igneous,,Y,A-type
Pitjantjatjara Supersuite 1,81015,Pitjantjatjara Supersuite - early 77758,77758,"Group, Suite",Informal,,,Pitjantjatjara Supersuite,39078,Mesoproterozoic,1195,,inferred,Mesoproterozoic,1219,,inferred,,,,72034,,,,,,"Informal, invalid name for older parts of Pitjantjatjara Supersuite. Musgrave Province, Paterson Orogen.",Metagranite and gneiss.,meta-igneous felsic intrusive,,,Y,
Pitjantjatjara Supersuite 2,81018,Pitjantjatjara Supersuite - late 77759,77759,"Group, Suite",Informal,,,Pitjantjatjara Supersuite,39078,Mesoproterozoic,1148,6,isotopic,Mesoproterozoic,1188,4,isotopic,,,,72034,,,,,,"Informal, invalid name for younger parts of Pitjantjatjara Supersuite. Musgrave Province, Paterson Orogen.","Metagranite, gneiss.",meta-igneous felsic intrusive,,,Y,
Plantagenet Group,15310,Plantagenet Beds,15309,"Group, Suite",Formal,,,,,Eocene,36.5,,,Eocene,51.5,,,,,WA,71787,71789,,,,,,"Siltstone, sandstone, bryozoal carbonates and spongolites.",sedimentary siliciclastic,sedimentary carbonate,,N,
