Word TrueLabel
2009 O
and O
May O
2009 O
, O
respectively O
. O

The O
most O
recent O
review O
of O
the O
Whirling B-LOCATION
Dervish I-LOCATION
deposit O
determined O
an O
Indicated O
and O
Inferred O
resource O
of O
11 O
. O

The O
Exploration O
Index O
Map O
Figure O
1 O
displays O
the O
exploration O
and O
activities O
carried O
out O
on O
the O
Carosue B-LOCATION
Dam I-LOCATION
Combined O
Reporting O
Project O
C064 O
/ O
2001 O
during O
the O
period O
1 O
July O
2008 O
to O
30 O
June O
2009 O
. O

The O
majority O
of O
activities O
on O
the O
Carosue B-LOCATION
Dam I-LOCATION
Project O
during O
the O
anniversary O
year O
were O
carried O
out O
as O
part O
of O
the O
Definitive O
Feasibility O
Study O
. O

An O
Independent O
Assessment O
of O
the O
Karari B-LOCATION
and O
Whirling B-LOCATION
Dervish I-LOCATION
Ore O
Bodies O
at O
Carosue B-LOCATION
Dam I-LOCATION
. O

Dewatering O
Investigations O
for O
Whirling B-LOCATION
Dervish I-LOCATION
. O

Stratigraphy O
and O
physical O
volcanology O
of O
the O
Archaean B-TIMESCALE
Kurnalpi O
Terrane O
, O
Yilgarn B-LOCATION
Craton I-LOCATION
a O
field O
guide O
. O

The O
Origin O
and O
Setting O
of O
the O
Archaean B-TIMESCALE
Host O
Rock O
Succession O
to O
the O
Karari B-LOCATION
Gold B-ORE_DEPOSIT
Deposit I-ORE_DEPOSIT
, O
Carosue B-LOCATION
Dam I-LOCATION
, O
Western B-LOCATION
Australia I-LOCATION
with O
relevance O
to O
the O
style O
and O
timing O
of O
mineralisation O
. O

Saracen O
Gold B-MINERAL
Mines O
Pty O
Ltd O
South B-LOCATION
Laverton I-LOCATION
Gold B-MINERAL
Project O
Carosue B-LOCATION
Dam I-LOCATION
Operations O
Definitive O
Feasibility O
Study O
, O
February O
2009 O
. O

The O
Whirling B-LOCATION
Dervish I-LOCATION
deposit O
consists O
of O
a O
free O
milling O
gold B-ORE_DEPOSIT
ore I-ORE_DEPOSIT
contained O
within O
metamorphosed O
volcaniclastic B-ROCK
sediments I-ROCK
, O
which O
are O
intruded O
by O
dykes O
of O
monzonite B-ROCK
porphyry B-ROCK
and O
lamprophyre B-ROCK
. O

Gold B-MINERAL
in O
the O
Whirling B-LOCATION
Dervish I-LOCATION
deposit O
is O
most O
closely O
associated O
with O
zones O
of O
sodic O
alteration O
. O

These O
zones O
are O
deep O
pink O
to O
brick O
red O
in O
colour O
and O
are O
dominated O
by O
albite B-MINERAL
with O
minor O
ankerite B-MINERAL
and O
pyrite B-MINERAL
, O
and O
accessory O
rutile B-MINERAL
. O

There O
is O
a O
correlation O
between O
gold B-MINERAL
grade O
and O
the O
abundance O
of O
pyrite B-MINERAL
, O
as O
fine O
- O
grained O
disseminations O
and O
irregular O
veinlets O
and O
stringers O
. O

Although O
a O
wide O
variety O
of O
other O
vein O
and O
veinlet O
types O
are O
present O
, O
sampling O
at O
the O
nearby O
Karari B-LOCATION
pit I-LOCATION
, O
which O
has O
similar O
geology O
, O
indicates O
that O
the O
veins O
carry O
only O
minor O
gold B-MINERAL
Saracen O
Gold B-MINERAL
Mines O
Pty O
Ltd O
, O
2009a O
. O

Preliminary O
and O
feasibility O
level O
metallurgical O
testwork O
for O
the O
Whirling B-LOCATION
Dervish I-LOCATION
gold B-ORE_DEPOSIT
deposit I-ORE_DEPOSIT
was O
previously O
reported O
by O
Lycopodium O
in O
2000 O
. O

Details O
of O
all O
metallurgical O
testwork O
carried O
out O
on O
the O
Whirling B-LOCATION
Dervish I-LOCATION
gold B-ORE_DEPOSIT
deposit I-ORE_DEPOSIT
are O
reported O
in O
the O
Saracen O
Gold B-MINERAL
Mines O
Pty O
Ltd O
Definitive O
Feasibilty O
Study O
Saracen O
Gold B-MINERAL
Mines O
Pty O
Ltd O
, O
2009a O
Volume O
1 O
, O
Section O
5 O
and O
Volume O
4 O
, O
Appendix O
4 O
. O

Samples O
used O
in O
metallurgical O
testwork O
for O
the O
Whirling B-LOCATION
Dervish I-LOCATION
gold B-ORE_DEPOSIT
deposit I-ORE_DEPOSIT
are O
reported O
in O
Table O
14 O
. O

Interpretation O
of O
the O
data O
identified O
seven O
target O
zones O
for O
gold B-MINERAL
mineralisation O
. O

Interpretation O
of O
the O
geological O
mapping O
and O
the O
aeromagnetic O
data O
indicated O
that O
the O
main O
band O
of O
greenstones B-ROCK
is O
present O
within O
the O
tenement O
over O
a O
width O
of O
up O
to O
a O
kilometre O
. O

Each O
of O
the O
four O
drill O
- O
holes O
intersected O
anomalous O
gold B-MINERAL
. O

BIF B-ROCK
, O
chert B-ROCK
, O
metasediments B-ROCK
, O
and O
mafic B-ROCK
volcanics I-ROCK
. O

Gold B-MINERAL
mineralisation O
encountered O
in O
AC O
drilling O
comprised O
sporadic O
, O
narrow O
, O
lowgrade O
occurrences O
hosted O
by O
a O
range O
of O
greenstone B-ROCK
lithologies O
. O

Drilling O
has O
revealed O
that O
the O
areal O
extent O
of O
BIF B-ROCK
is O
much O
more O
limited O
than O
that O
indicated O
by O
the O
geological O
interpretation O
of O
aeromagnetic O
data O
presented O
by O
previous O
explorers O
. O

The O
Lake O
Dundas O
Project O
is O
located O
to O
the O
east O
of O
the O
Coolgardie O
- O
Esperance O
Highway O
, O
approximately O
40 O
km O
to O
the O
south O
of O
Norseman B-LOCATION
. O

Geology O
: O
The O
tenement O
is O
located O
at O
the O
southern O
end O
of O
the O
Norseman B-LOCATION
- O
Wiluna B-LOCATION
Archaean B-TIMESCALE
greenstone B-STRAT
belt I-STRAT
. O

A O
BIF B-ROCK
unit O
runs O
north O
- O
south O
through O
the O
centre O
of O
the O
narrow O
belt O
. O

Outcrop O
in O
the O
tenement O
area O
is O
limited O
due O
to O
the O
predominance O
of O
the O
playa O
Lake B-LOCATION
Dundas I-LOCATION
and O
superficial O
alluvial O
, O
colluvial O
, O
aeolian O
and O
lacustrine O
units O
which O
mask O
the O
Archaean B-TIMESCALE
basement O
. O

A O
total O
of O
37 O
AC O
holes O
were O
completed O
for O
1,164 O
metres O
and O
322 O
composite O
/ O
single O
drill O
samples O
were O
analysed O
by O
SGS O
Laboratories O
Kalgoorlie B-LOCATION
for O
Au O
by O
fire O
assay O
. O

The O
areal O
extent O
of O
BIF B-ROCK
was O
found O
to O
be O
much O
more O
limited O
than O
that O
indicated O
by O
previous O
explorers O
. O

The O
Lake O
Dundas O
Project O
is O
located O
40 O
km O
south O
of O
Norseman B-LOCATION
, O
in O
the O
Eastern B-LOCATION
Goldfields I-LOCATION
of O
Western B-LOCATION
Australia I-LOCATION
Figure O
2 O
. O

A O
large O
portion O
of O
the O
tenement O
area O
is O
covered O
by O
the O
playa O
Lake B-LOCATION
Dundas I-LOCATION
, O
which O
is O
in O
turn O
surrounded O
by O
extensive O
superficial O
alluvial O
, O
colluvial O
, O
aeolian O
and O
lacustrine O
units O
which O
mask O
the O
Archaean B-TIMESCALE
basement O
. O

0 O
GEOLOGY O
The O
tenement O
is O
located O
at O
the O
southern O
extremity O
of O
the O
Archaean B-TIMESCALE
Noresman B-LOCATION
- O
Wiluna B-LOCATION
greenstone B-STRAT
belt I-STRAT
. O

The O
Yilgarn B-LOCATION
Craton I-LOCATION
in O
this O
region O
has O
been O
affected O
by O
Proterozoic B-TIMESCALE
metamorphism O
. O

The O
tenement O
contains O
remnants O
of O
metamorphosed O
sediments B-ROCK
and O
mafic B-ROCK
volcanics I-ROCK
within O
a O
sequence O
of O
granitoids B-ROCK
. O

Remnants O
of O
Archaean B-TIMESCALE
greenstone B-ROCK
are O
interpreted O
from O
aeromagnetic O
data O
to O
persist O
as O
a O
narrow O
belt O
up O
to O
1 O
km O
wide O
extending O
from O
the O
north O
of O
the O
tenement O
over O
a O
strike O
distance O
of O
approximately O
nine O
kilometers O
to O
a O
point O
in O
the O
south O
where O
the O
belt O
is O
truncated O
by O
a O
major O
northeast O
trending O
fault O
system O
Figure O
3 O
. O

The O
magnetic O
signature O
of O
the O
greenstone B-ROCK
sequence I-ROCK
is O
dominated O
by O
BIF B-ROCK
units O
, O
which O
are O
extensively O
disrupted O
by O
faulting O
and O
granitoid B-ROCK
intrusion O
. O

Outcrop O
in O
the O
tenement O
area O
is O
limited O
due O
to O
superficial O
alluvial O
, O
colluvial O
, O
aeolian O
and O
lacustrine O
units O
which O
mask O
the O
Archaean B-TIMESCALE
basement O
. O

The O
southern O
- O
most O
drill O
traverse O
Line O
1 O
- O
LD0001 O
- O
13 O
targeted O
a O
zone O
interpreted O
from O
aeromagnetic O
data O
to O
comprise O
BIF B-ROCK
abducted O
onto O
, O
or O
absorbed O
by O
, O
granitoids B-ROCK
. O

The O
traverse O
crossed O
the O
location O
where O
the O
greenstone B-STRAT
belt I-STRAT
is O
truncated O
by O
a O
major O
northeast O
trending O
fault O
system O
interpreted O
area O
of O
deep O
cover O
. O

The O
drilling O
revealed O
a O
sequence O
dominated O
by O
gneiss B-ROCK
and O
amphibolite B-ROCK
in O
the O
east O
max O
. O

15 O
m O
cover O
, O
juxtaposed O
against O
granitoids B-ROCK
in O
the O
west O
with O
minor O
xenolithic O
bodies O
of O
metabasalt O
min O
. O

The O
stratigraphic O
sequence O
encountered O
was O
dominated O
by O
variably O
sheared O
Lake O
Dundas O
Project O
Annual O
Report O
2012 O
7 O
metabasalt O
and O
metadolerite B-ROCK
with O
minor O
pelitic O
/ O
psammitic O
metasediment B-ROCK
and O
BIF B-ROCK
horizons O
, O
all O
of O
which O
are O
intruded O
by O
granitoids B-ROCK
. O

Quaternary B-TIMESCALE
cover O
sequences O
form O
a O
uniform O
blanket O
with O
a O
thickness O
of O
three O
to O
five O
metres O
. O

64 O
g O
/ O
t O
LD0028 O
12 O
- O
16 O
m O
, O
moderately O
weathered O
diorite B-ROCK
. O

A O
short O
traverse O
was O
drilled O
300 O
m O
south O
of O
Line O
2 O
LD0034 O
- O
37 O
and O
revealed O
a O
metadolerite B-ROCK
and O
pelitic O
/ O
psammitic O
metasediment B-ROCK
sequence I-ROCK
with O
no O
anomalous O
gold B-MINERAL
mineralisation O
. O

Two O
drill O
holes O
were O
drilled O
approximately O
1 O
km O
north O
of O
Line O
2 O
, O
close O
to O
SG03 O
LD0032 O
- O
33 O
, O
and O
recorded O
only O
narrow O
zones O
of O
low O
grade O
Au O
mineralisation O
associated O
with O
variably O
sulphidic O
metadolerite B-ROCK
and O
BIF B-ROCK
. O

In O
all O
there O
are O
three O
chromitite B-ROCK
horizons O
Figure O
4 O
, O
the O
Upper O
group O
chromitites B-ROCK
- O
situated O
within O
the O
upper O
gabbroic B-ROCK
sequence I-ROCK
, O
the O
Middle O
group O
chromitites B-ROCK
- O
situated O
in O
the O
upper O
portion O
of O
the O
ultramafic B-ROCK
cumulate I-ROCK
sequence I-ROCK
and O
the O
Lower O
group O
chromitites B-ROCK
- O
situated O
toward O
the O
base O
of O
the O
ultramafic B-ROCK
cumulate I-ROCK
sequence I-ROCK
. O

The O
primary O
PGM B-ORE_DEPOSIT
resource O
is O
contained O
within O
the O
middle O
chromitite B-ROCK
horizon O
, O
which O
in O
turn O
has O
been O
divided O
, O
by O
PLA O
, O
into O
five O
zones O
. O

Top O
Reef O
Mineralised O
Zone O
: O
a O
sheared O
chromitite B-ROCK
/ O
talc B-MINERAL
- O
carbonate B-MINERAL
- O
chromitite O
rock O
zone O
average O
1 O
. O

Upper O
Dunite B-ROCK
: O
comprising O
all O
rocks O
between O
the O
top O
and O
middle O
reef O
mineralised O
zones O
, O
with O
no O
grade O
distinctions O
. O

5 O
m O
thick O
chromitite B-ROCK
reef O
with O
an O
associated O
talc B-MINERAL
- O
carbonate B-ROCK
alteration O
halo O
, O
loosely O
defined O
by O
a O
1300 O
ppb O
Pt O
Pd O
Au O
envelope O
Lower O
Dunite B-ROCK
: O
comprising O
all O
rocks O
between O
the O
middle O
and O
lower O
reef O
mineralised O
zones O
, O
with O
no O
grade O
distinctions O
. O

5 O
m O
TRUE O
thickness O
of O
chromitite B-ROCK
reef O
/ O
stringers O
with O
an O
associated O
talc O
- O
carbonate B-ROCK
alteration O
halo O
, O
loosely O
defined O
by O
a O
1300 O
ppb O
Pt O
Pd O
Au O
envelope O
. O

The O
reef O
outcrop O
is O
continuous O
over O
much O
of O
that O
distance O
, O
the O
exception O
being O
the O
southern O
limb O
and O
the O
south O
- O
western O
extensions O
of O
the O
D O
sub O
Block O
, O
where O
the O
chromitite B-ROCK
reefs O
are O
disrupted O
by O
faulting O
. O

Detailed O
petrological O
studies O
of O
the O
chromitite B-ROCK
reefs O
themselves O
have O
revealed O
the O
presence O
of O
cumulate O
structures O
for O
both O
olivine B-MINERAL
and O
chromite B-MINERAL
; O
with O
the O
chromite B-MINERAL
forming O
distinctive O
euhedral O
to O
subhedral O
grains O
enveloping O
polyhedral O
cumulus O
olivine B-MINERAL
serpentine O
. O

Ferrochromite B-MINERAL
alteration O
along O
chromite B-MINERAL
grain O
boundaries O
is O
evident O
, O
with O
some O
minor O
corrosion O
possibly O
caused O
by O
the O
later O
retrograde O
alteration O
phase O
. O

QemSCAN O
analysis O
, O
by O
CSIRO O
Minerals O
2001 O
, O
of O
mineralised O
drill O
core O
samples O
from O
Panton O
, O
has O
revealed O
that O
PGM B-ORE_DEPOSIT
, O
occur O
as O
discrete O
phases O
with O
grain O
diameters O
in O
the O
range O
of O
1 O
- O
20 O
microns O
, O
with O
most O
lying O
in O
the O
range O
of O
3 O
11 O
microns O
. O

The O
following O
precious B-ORE_DEPOSIT
metal I-ORE_DEPOSIT
phases O
were O
identified O
in O
the O
QemSCAN O
analysis O
CSIRO O
2001 O
Palladium O
- O
antimony O
phase O
PdSb O
Stibiopalladinite O
Palladium O
- O
antimony O
- O
bismuth O
phase O
PdSbBi O
Palladium O
- O
tellurium B-MINERAL
phase O
PdTe O
Nickel B-MINERAL
- O
arsenic O
phase O
, O
with O
trace O
palladium O
NiAs O
Pd O
Platinum O
Pt O
Platinum O
Metal O
Platinum O
- O
iron B-MINERAL
phase O
PtFe O
Ferroplatinum O
Platinum O
- O
arsenic O
phase O
PtAs O
Sperrylite O
Platinum O
- O
iron B-MINERAL
- O
palladium O
- O
copper B-MINERAL
phase O
PtFePdCu O
Gold B-MINERAL
Au O
Native B-MINERAL
Gold I-MINERAL
Electrum O
Electrum O
Silver B-MINERAL
Ag O
Native B-MINERAL
Silver I-MINERAL
Both O
studies O
1989 O
2001 O
, O
highlight O
that O
PGM B-ORE_DEPOSIT
assemblages O
are O
dominated O
by O
Platinum O
Arsenides O
and O
Palladium O
Antimonides O
. O

Sulphide B-MINERAL
phases O
were O
identified O
in O
most O
samples O
and O
include O
pentlandite B-MINERAL
, O
chalcopyrite B-MINERAL
and O
pyrite B-MINERAL
. O

However O
PGM B-ORE_DEPOSIT
typically O
occur O
as O
grains O
at O
particle O
boundaries O
or O
as O
locked O
inclusions O
within O
silicates B-ROCK
, O
carbonates B-ROCK
and O
chromitites B-ROCK
. O

A O
secondary O
pervasive O
and O
vein O
controlled O
hydrothermal O
event O
where O
PGM B-ORE_DEPOSIT
and O
other O
metals O
have O
been O
mobilised O
into O
late O
cross O
- O
cutting O
vein O
and O
shear O
structures O
. O

The O
Panton B-STRAT
Intrusion I-STRAT
comprises O
a O
basal O
ultramafic O
zone O
of O
chromite B-MINERAL
rich O
olivine B-ROCK
cumulate I-ROCK
rocks I-ROCK
; O
dunites B-ROCK
, O
peridotites B-ROCK
and O
transitional O
rocks O
, O
with O
an O
overlying O
mafic O
zone O
of O
similar O
thickness O
made O
up O
of O
leucogabbro B-ROCK
, O
gabbro B-ROCK
, O
ferrogabbro B-ROCK
, O
gabbronorites B-ROCK
, O
norites B-ROCK
, O
pyroxenites B-ROCK
, O
and O
anorthosite B-ROCK
units O
Figure O
3 O
. O

The O
stratigraphy O
of O
the O
Panton B-STRAT
Intrusion I-STRAT
is O
summarised O
in O
Figure O
4 O
. O

The O
Ultramafic B-ROCK
sequence I-ROCK
begins O
with O
a O
mesocumulate O
orthopyroxene O
peridotite B-ROCK
band O
that O
is O
exposed O
along O
the O
northwest O
edge O
of O
the O
intrusion O
the O
Base O
, O
in O
contact O
with O
the O
Tickalara B-STRAT
Metamorphics I-STRAT
. O

This O
